countyID,year,unemployment_rate,per_capita_income,bachelors_rate,median_age,poverty_rate,black,native,asian,pac_isl,two_plus_races,hispanic,white_not_hispanic,total_pop,gdp
47065,2019,4.5,32839,32.2,39.7,,,,,,,,,,
47067,2019,7.9,23728,11.2,44.5,,,,,,,,,,
47069,2019,10.9,18172,11.2,40.3,,,,,,,,,,
47071,2019,6.4,24243,15,45.3,,,,,,,,,,
47073,2019,6.3,24695,13.7,44.9,,,,,,,,,,
47075,2019,6.1,21839,11,42,,,,,,,,,,
47077,2019,6.8,22695,14.4,41.5,,,,,,,,,,
47079,2019,4.6,24124,16.5,45.8,,,,,,,,,,
47081,2019,4.1,22856,10.9,41.1,,,,,,,,,,
47083,2019,6,22360,13,43.9,,,,,,,,,,
47085,2019,7.6,25428,14.3,42,,,,,,,,,,
47087,2019,7.2,21037,11,46.8,,,,,,,,,,
47089,2019,5.1,25159,16.8,43.9,,,,,,,,,,
47091,2019,4.2,22107,11.6,46,,,,,,,,,,
47093,2019,3.9,33229,37.6,37.4,,,,,,,,,,
47095,2019,8.2,15732,9.4,41.5,,,,,,,,,,
47097,2019,7.9,18515,8.3,38.3,,,,,,,,,,
47099,2019,7.7,21720,14.3,39.3,,,,,,,,,,
47101,2019,2,21516,10.4,43.3,,,,,,,,,,
47103,2019,3.5,26965,18.4,42.6,,,,,,,,,,
47105,2019,4.7,31478,26.4,47.6,,,,,,,,,,
47107,2019,5.9,23885,16.2,42.6,,,,,,,,,,
47109,2019,10.2,20934,12.6,43.5,,,,,,,,,,
47111,2019,2.9,22527,10.3,39.4,,,,,,,,,,
47113,2019,4.5,26722,25.6,38.7,,,,,,,,,,
47115,2019,3.9,25467,12.8,43.4,,,,,,,,,,
47117,2019,5,25410,14.7,38.9,,,,,,,,,,
47119,2019,3.8,28970,23,39.1,,,,,,,,,,
47121,2019,7.8,24525,9.8,46,,,,,,,,,,
47123,2019,6.5,23207,13.4,43.9,,,,,,,,,,
47125,2019,6.1,26923,28.5,30.8,,,,,,,,,,
47127,2019,4.3,30658,22.7,45,,,,,,,,,,
47129,2019,6.2,20204,9.4,41.6,,,,,,,,,,
47131,2019,5.4,23375,15.3,42.6,,,,,,,,,,
47133,2019,3.6,21808,12.8,43,,,,,,,,,,
47135,2019,9.1,27970,11.5,43.2,,,,,,,,,,
47137,2019,4.6,24907,9.4,50.1,,,,,,,,,,
47139,2019,7.2,25405,11.9,45.6,,,,,,,,,,
47141,2019,3.8,24946,26.4,36.4,,,,,,,,,,
47143,2019,7.6,22336,16.9,38.9,,,,,,,,,,
47145,2019,6.4,30209,19.8,46.4,,,,,,,,,,
47147,2019,4.4,29524,19.6,39,,,,,,,,,,
47149,2019,3.9,30159,32.2,33.5,,,,,,,,,,
47151,2019,6.4,20849,9.2,39.4,,,,,,,,,,
47153,2019,4.8,23050,15.1,44.1,,,,,,,,,,
47155,2019,4.6,25283,17.4,42.9,,,,,,,,,,
47157,2019,6.8,30104,31.6,35.6,,,,,,,,,,
47159,2019,3.1,28797,14.4,40.3,,,,,,,,,,
47161,2019,6.5,24113,15.6,44.2,,,,,,,,,,
47163,2019,5.8,28429,23.6,45.1,,,,,,,,,,
47165,2019,2.7,33851,28.1,39.8,,,,,,,,,,
47167,2019,5.5,28457,17.3,37.5,,,,,,,,,,
47169,2019,7.1,24795,13.8,35.1,,,,,,,,,,
47171,2019,5.9,23455,14.8,46.5,,,,,,,,,,
47173,2019,7.9,24010,9.9,43,,,,,,,,,,
47175,2019,9.2,20634,7.8,46.9,,,,,,,,,,
47177,2019,5,22802,14.5,40,,,,,,,,,,
47179,2019,4.2,29656,31.8,40.2,,,,,,,,,,
47181,2019,6.4,20689,9.7,43,,,,,,,,,,
47183,2019,5,22755,21.6,38.6,,,,,,,,,,
47185,2019,6.2,22040,12.3,43.2,,,,,,,,,,
47187,2019,2.6,52702,59.8,39.1,,,,,,,,,,
47189,2019,3.5,34575,32.4,40.4,,,,,,,,,,
48001,2019,3.3,17280,10.6,39.3,,,,,,,,,,
48003,2019,3.9,30673,12.2,30.8,,,,,,,,,,
48005,2019,6.2,23147,16.9,37.5,,,,,,,,,,
48007,2019,7.5,30863,21.9,50.6,,,,,,,,,,
48009,2019,2.6,34617,23.9,44.5,,,,,,,,,,
48011,2019,0.7,31749,22.8,46,,,,,,,,,,
48013,2019,8.2,23890,14.4,35.4,,,,,,,,,,
48015,2019,6.2,30219,23.9,40.7,,,,,,,,,,
48017,2019,2.3,21945,17.2,33.3,,,,,,,,,,
48019,2019,4.2,29561,22.8,52.2,,,,,,,,,,
48021,2019,5.4,27773,20.7,38.4,,,,,,,,,,
48023,2019,2.7,22987,22.8,45.9,,,,,,,,,,
48025,2019,9,18340,8.9,35.3,,,,,,,,,,
48027,2019,7.3,26677,25.2,31,,,,,,,,,,
48029,2019,4.9,27834,28,33.6,,,,,,,,,,
48031,2019,5.8,37998,26.5,50.4,,,,,,,,,,
48033,2019,2,34028,39.5,41.7,,,,,,,,,,
48035,2019,3.5,26636,19.8,46.6,,,,,,,,,,
48037,2019,5.6,27095,20.6,38,,,,,,,,,,
48039,2019,4.1,34561,30,35.8,,,,,,,,,,
48041,2019,3.6,27632,41.7,26.5,,,,,,,,,,
48043,2019,4.2,28915,40,43.7,,,,,,,,,,
48045,2019,5.4,23933,19.8,46.4,,,,,,,,,,
48047,2019,12.3,14523,15.7,29.7,,,,,,,,,,
48049,2019,3.2,27463,19.1,41.5,,,,,,,,,,
48051,2019,3.9,30086,17.3,43.3,,,,,,,,,,
48053,2019,4.3,30980,25.4,44.6,,,,,,,,,,
48055,2019,2.6,25086,14.6,35.9,,,,,,,,,,
48057,2019,5.1,27268,14.2,37.7,,,,,,,,,,
48059,2019,3.4,26051,21,44.2,,,,,,,,,,
48061,2019,5.5,17430,17.3,31.7,,,,,,,,,,
48063,2019,6.5,22449,19.4,37.6,,,,,,,,,,
48065,2019,1.2,34708,28.4,40.6,,,,,,,,,,
48067,2019,6.7,23075,16.4,43.3,,,,,,,,,,
48069,2019,2.7,21884,15.6,34.8,,,,,,,,,,
48071,2019,4.4,35916,22.7,35.2,,,,,,,,,,
48073,2019,5.6,22391,17.2,37.9,,,,,,,,,,
48075,2019,5.9,21233,18.3,34.5,,,,,,,,,,
48077,2019,5.9,29159,21.4,46.6,,,,,,,,,,
48079,2019,7.5,21463,8,35.1,,,,,,,,,,
48081,2019,2.1,25285,17.8,48.1,,,,,,,,,,
48083,2019,3.5,27752,15.8,47.2,,,,,,,,,,
48085,2019,3.5,44548,52.3,36.9,,,,,,,,,,
48087,2019,7.8,25681,20.2,39.6,,,,,,,,,,
48089,2019,2.7,29552,21,42.9,,,,,,,,,,
48091,2019,3,38991,36.8,42.2,,,,,,,,,,
48093,2019,2.4,26728,20.3,44.8,,,,,,,,,,
48095,2019,0.1,21420,13,45.3,,,,,,,,,,
48097,2019,4.7,30704,20.9,40.7,,,,,,,,,,
48099,2019,7.9,22400,16.1,31.8,,,,,,,,,,
48101,2019,6.2,19797,16.8,37.1,,,,,,,,,,
48103,2019,1.6,27893,14.7,32.7,,,,,,,,,,
48105,2019,0,26178,14,38.8,,,,,,,,,,
48107,2019,5,19443,13.2,38.4,,,,,,,,,,
48109,2019,10.6,15109,10.2,34.4,,,,,,,,,,
48111,2019,1.6,27491,15.8,31.7,,,,,,,,,,
48113,2019,4.4,32653,31.5,33.4,,,,,,,,,,
48115,2019,6.3,20084,14.2,33.5,,,,,,,,,,
48117,2019,3,21616,12,31.9,,,,,,,,,,
48119,2019,3.3,27667,25.1,44.3,,,,,,,,,,
48121,2019,3.4,41153,45.1,35.5,,,,,,,,,,
48123,2019,6.3,28910,12.6,41,,,,,,,,,,
48125,2019,8.7,25025,18.5,46,,,,,,,,,,
48127,2019,12.6,16925,13.6,34.3,,,,,,,,,,
48129,2019,2.9,25534,17.9,41.4,,,,,,,,,,
48131,2019,10.1,17637,9,36.1,,,,,,,,,,
48133,2019,3.8,24548,16,41.2,,,,,,,,,,
48135,2019,5.6,28954,15.4,30.4,,,,,,,,,,
48137,2019,0,24689,18.2,49.1,,,,,,,,,,
48139,2019,3.1,32571,24.3,36.2,,,,,,,,,,
48141,2019,5.7,21683,23.3,32.2,,,,,,,,,,
48143,2019,2.7,27639,31.5,30.4,,,,,,,,,,
48145,2019,4.6,18745,12.4,39,,,,,,,,,,
48147,2019,3.8,27112,17.4,41.3,,,,,,,,,,
48149,2019,2.9,30170,19.7,47,,,,,,,,,,
48151,2019,4.3,28750,18.6,44.6,,,,,,,,,,
48153,2019,4.5,23617,15.9,37.2,,,,,,,,,,
48155,2019,5.7,27573,16.2,51.2,,,,,,,,,,
48157,2019,4.8,39994,46.2,36.3,,,,,,,,,,
48159,2019,5.7,28789,26.6,43.2,,,,,,,,,,
48161,2019,4.4,24621,15.3,41.5,,,,,,,,,,
48163,2019,6.7,19256,7.3,31.2,,,,,,,,,,
48165,2019,5.6,23533,11.4,27.8,,,,,,,,,,
48167,2019,5.8,36819,31.1,37.7,,,,,,,,,,
48169,2019,2.7,19997,13.9,41.1,,,,,,,,,,
48171,2019,3.2,34077,32.2,50,,,,,,,,,,
48173,2019,0,31830,27.2,30.8,,,,,,,,,,
48175,2019,5.1,29855,17.3,46.1,,,,,,,,,,
48177,2019,2.7,27407,13.1,36.3,,,,,,,,,,
48179,2019,5.2,24686,13.9,36.5,,,,,,,,,,
48181,2019,4.4,28011,20.4,39.9,,,,,,,,,,
48183,2019,4.6,26535,21.3,35.6,,,,,,,,,,
48185,2019,4.4,25638,15.7,40.4,,,,,,,,,,
48187,2019,3.2,31842,28.2,37,,,,,,,,,,
48189,2019,4.1,20986,17.1,33.4,,,,,,,,,,
48191,2019,9.6,21907,15.9,44.6,,,,,,,,,,
48193,2019,2.2,26930,22.4,45.8,,,,,,,,,,
48195,2019,4.6,20410,15.1,35.1,,,,,,,,,,
48197,2019,8.4,24078,13.7,43.5,,,,,,,,,,
48199,2019,3.3,30399,16.8,39.2,,,,,,,,,,
48201,2019,5.4,32765,31.5,33.5,,,,,,,,,,
48203,2019,5,27086,19.1,38.7,,,,,,,,,,
48205,2019,0.5,20563,17.8,38.1,,,,,,,,,,
48207,2019,12.1,20394,11.9,43.5,,,,,,,,,,
48209,2019,3.9,32118,37.2,32,,,,,,,,,,
48211,2019,5.9,31530,21.2,36.4,,,,,,,,,,
48213,2019,4.9,26121,17.3,43.9,,,,,,,,,,
48215,2019,6.4,17175,18.7,29.2,,,,,,,,,,
48217,2019,5.9,26370,17.4,42.1,,,,,,,,,,
48219,2019,5.8,23604,15.8,33.8,,,,,,,,,,
48221,2019,3.2,35606,26.4,47,,,,,,,,,,
48223,2019,4.4,26821,20.1,39.2,,,,,,,,,,
48225,2019,1.9,19129,15.2,44.5,,,,,,,,,,
48227,2019,6.1,24547,12.6,36.5,,,,,,,,,,
48229,2019,7.2,14239,10.7,37,,,,,,,,,,
48231,2019,4.5,25926,19.9,38,,,,,,,,,,
48233,2019,7,24434,14,38,,,,,,,,,,
48235,2019,2.8,28487,15,42.7,,,,,,,,,,
48237,2019,3.7,24956,13.5,39.6,,,,,,,,,,
48239,2019,2.5,27051,16.5,37.7,,,,,,,,,,
48241,2019,7,25269,12.9,40.5,,,,,,,,,,
48243,2019,4.4,26531,30.5,55.8,,,,,,,,,,
48245,2019,4.6,27094,19.7,36.2,,,,,,,,,,
48247,2019,7.8,16864,13.4,32.4,,,,,,,,,,
48249,2019,5.1,21510,12.2,34.6,,,,,,,,,,
48251,2019,3.2,28579,18.7,36.8,,,,,,,,,,
48253,2019,2.9,18081,11.7,38.2,,,,,,,,,,
48255,2019,3.9,27612,15.3,35.4,,,,,,,,,,
48257,2019,5,28634,20.5,35.5,,,,,,,,,,
48259,2019,3.7,45866,42.1,41.4,,,,,,,,,,
48261,2019,0,15211,1,39.7,,,,,,,,,,
48263,2019,0,30543,25.4,51,,,,,,,,,,
48265,2019,3.8,32988,27.4,47.4,,,,,,,,,,
48267,2019,4.3,30099,22.5,52.1,,,,,,,,,,
48269,2019,11.7,26199,20.9,40,,,,,,,,,,
48271,2019,2.9,23934,12.1,49.8,,,,,,,,,,
48273,2019,7.9,22646,24.6,28.3,,,,,,,,,,
48275,2019,4,23146,20.1,39.5,,,,,,,,,,
48277,2019,3.8,25038,18.7,40.7,,,,,,,,,,
48279,2019,3.2,22337,14.4,36.4,,,,,,,,,,
48281,2019,6.4,29412,19.9,43.1,,,,,,,,,,
48283,2019,3.6,21110,7.5,36.5,,,,,,,,,,
48285,2019,2.6,32188,16.7,43.4,,,,,,,,,,
48287,2019,1.4,27227,14.6,41.1,,,,,,,,,,
48289,2019,6.7,30129,14,44.3,,,,,,,,,,
48291,2019,6.8,23461,9.7,35.5,,,,,,,,,,
48293,2019,5.7,22595,14.8,39.9,,,,,,,,,,
48295,2019,5.3,28131,19.7,34.7,,,,,,,,,,
48297,2019,2.7,25370,12.2,42.2,,,,,,,,,,
48299,2019,5.9,37050,25.3,57.4,,,,,,,,,,
48301,2019,0,33624,0,55.2,,,,,,,,,,
48303,2019,3.3,27922,30.1,30.8,,,,,,,,,,
48305,2019,6.3,24917,17.3,37.3,,,,,,,,,,
48307,2019,3.2,24311,17.3,44.6,,,,,,,,,,
48309,2019,3.9,25703,24.2,33.3,,,,,,,,,,
48311,2019,6.6,31455,28.8,38.2,,,,,,,,,,
48313,2019,3.7,20748,14.7,35.2,,,,,,,,,,
48315,2019,10.1,27566,14.7,50.6,,,,,,,,,,
48317,2019,3.4,30548,18.3,32.7,,,,,,,,,,
48319,2019,6.6,30388,27.6,46.3,,,,,,,,,,
48321,2019,5.6,25172,17.4,38.2,,,,,,,,,,
48323,2019,9.1,16779,12.7,29.6,,,,,,,,,,
48325,2019,3.4,27475,19.8,39,,,,,,,,,,
48327,2019,3.7,25742,18,51.8,,,,,,,,,,
48329,2019,2.9,39248,27.4,31.7,,,,,,,,,,
48331,2019,3.5,25714,14.1,41.7,,,,,,,,,,
48333,2019,0.6,27374,18.3,52.1,,,,,,,,,,
48335,2019,2.1,21136,11.3,33.9,,,,,,,,,,
48337,2019,5.1,28096,16.9,44.6,,,,,,,,,,
48339,2019,3.9,41211,34.5,37.1,,,,,,,,,,
48341,2019,5.4,23001,14.3,30.8,,,,,,,,,,
48343,2019,6.7,22971,14.3,43,,,,,,,,,,
48345,2019,8,29071,16.8,41.3,,,,,,,,,,
48347,2019,7.6,23617,24.5,30.9,,,,,,,,,,
48349,2019,6,23786,15.9,38.1,,,,,,,,,,
48351,2019,8.3,21659,9.7,44.3,,,,,,,,,,
48353,2019,6.8,25094,15.2,37.5,,,,,,,,,,
48355,2019,4.8,27740,21.8,35.5,,,,,,,,,,
48357,2019,5.1,23624,15.6,32.3,,,,,,,,,,
48359,2019,1.5,26408,22,35.9,,,,,,,,,,
48361,2019,4.8,30114,15.5,37.9,,,,,,,,,,
48363,2019,6.4,25150,16.6,40.6,,,,,,,,,,
48365,2019,5.1,26577,16.1,39.2,,,,,,,,,,
48367,2019,4.3,35142,26.4,39.7,,,,,,,,,,
48369,2019,1.6,23859,17.9,33.4,,,,,,,,,,
48371,2019,2.1,21120,9.8,35.9,,,,,,,,,,
48373,2019,7.2,25164,13.1,43.7,,,,,,,,,,
48375,2019,3.2,22568,14.9,33.9,,,,,,,,,,
48377,2019,10.9,15337,21.2,41.9,,,,,,,,,,
48379,2019,2.9,27938,13.7,48.4,,,,,,,,,,
48381,2019,3.1,34293,32.4,35.9,,,,,,,,,,
48383,2019,6.2,25600,10.5,30,,,,,,,,,,
48385,2019,1.7,18235,17.4,47.4,,,,,,,,,,
48387,2019,6.6,22689,12.5,45.9,,,,,,,,,,
48389,2019,8.1,20020,12.3,35.8,,,,,,,,,,
48391,2019,7.4,24248,11.5,43.3,,,,,,,,,,
48393,2019,0,30955,25,43.2,,,,,,,,,,
48395,2019,6.8,26033,16.1,41.5,,,,,,,,,,
48397,2019,3.4,42346,40.7,37.5,,,,,,,,,,
48399,2019,2.1,24402,18.1,40.8,,,,,,,,,,
48401,2019,6.6,26658,15.5,38.2,,,,,,,,,,
48403,2019,8.8,24870,17.6,53,,,,,,,,,,
48405,2019,7.4,23683,14,49.3,,,,,,,,,,
48407,2019,6.4,23312,11.2,44.9,,,,,,,,,,
48409,2019,4.8,26054,15.6,35.5,,,,,,,,,,
48411,2019,1.8,24961,14.1,42.4,,,,,,,,,,
48413,2019,11.6,26560,16.6,36.2,,,,,,,,,,
48415,2019,3.1,24552,16.2,36.4,,,,,,,,,,
48417,2019,5.4,24852,30.5,43,,,,,,,,,,
48419,2019,7.9,21950,13.8,38,,,,,,,,,,
48421,2019,1,30467,15,40.1,,,,,,,,,,
48423,2019,5.2,28483,26.4,36.6,,,,,,,,,,
48425,2019,4.6,29449,26.4,41,,,,,,,,,,
48427,2019,13.1,14179,9.9,28.8,,,,,,,,,,
48429,2019,6.4,25015,16.2,39.4,,,,,,,,,,
48431,2019,2.2,28757,9.5,40.8,,,,,,,,,,
48433,2019,3,25638,14.8,47.1,,,,,,,,,,
48435,2019,8.1,26904,17.1,38.6,,,,,,,,,,
48437,2019,6.4,19697,15.3,35.9,,,,,,,,,,
48439,2019,4.3,33292,32.3,34.4,,,,,,,,,,
48441,2019,2.7,27162,25.2,32.5,,,,,,,,,,
48443,2019,1,25687,18.4,55.2,,,,,,,,,,
48445,2019,5.5,20627,11.4,34.6,,,,,,,,,,
48447,2019,5.8,30463,21.7,52.3,,,,,,,,,,
48449,2019,3.6,21730,16.3,34.1,,,,,,,,,,
48451,2019,3.4,29505,24.5,34.1,,,,,,,,,,
48453,2019,3.5,43658,50,34.2,,,,,,,,,,
48455,2019,7.9,25026,12.9,48.6,,,,,,,,,,
48457,2019,12.7,20249,13.4,42.4,,,,,,,,,,
48459,2019,5,25285,17.1,41.4,,,,,,,,,,
48461,2019,5.7,25447,9.6,39.6,,,,,,,,,,
48463,2019,4.9,20329,17.9,33.7,,,,,,,,,,
48465,2019,3.9,21370,18.4,31.8,,,,,,,,,,
48467,2019,4.4,27900,15.8,42.8,,,,,,,,,,
48469,2019,5.6,29199,20,35.9,,,,,,,,,,
48471,2019,3,18544,20.8,35.3,,,,,,,,,,
48473,2019,4.1,25401,21.1,28.9,,,,,,,,,,
48475,2019,5,25931,12.5,33.9,,,,,,,,,,
48477,2019,4.9,32625,26.8,41.5,,,,,,,,,,
48479,2019,4.1,18466,18.9,28.8,,,,,,,,,,
48481,2019,5,25298,18,37.3,,,,,,,,,,
48483,2019,4.8,27093,16.8,39.6,,,,,,,,,,
48485,2019,4.2,24872,23.1,34.5,,,,,,,,,,
48487,2019,4.1,23696,15.2,39.4,,,,,,,,,,
48489,2019,12.4,14888,8.9,33,,,,,,,,,,
48491,2019,4.2,37242,41.3,36.3,,,,,,,,,,
48493,2019,4.7,32312,21.8,40.2,,,,,,,,,,
48495,2019,3.4,24467,8.2,33.1,,,,,,,,,,
48497,2019,4,29418,18,38.3,,,,,,,,,,
48499,2019,5.4,29005,16.6,47.9,,,,,,,,,,
48501,2019,4.6,24582,12.7,30.3,,,,,,,,,,
48503,2019,3.8,27423,19.3,41.1,,,,,,,,,,
48505,2019,9.8,20169,11.6,29.5,,,,,,,,,,
48507,2019,7.2,13835,10.9,32.9,,,,,,,,,,
49001,2019,3.3,23382,21.1,33,,,,,,,,,,
49003,2019,3.8,24797,23.9,32.6,,,,,,,,,,
49005,2019,1.9,23713,38.3,25.2,,,,,,,,,,
49007,2019,6.7,23862,17.1,37.5,,,,,,,,,,
49009,2019,1.2,29574,13.4,42.5,,,,,,,,,,
49011,2019,2.3,31205,37.8,31.1,,,,,,,,,,
49013,2019,5,24573,14.7,31.5,,,,,,,,,,
49015,2019,3.8,23705,16.3,36.2,,,,,,,,,,
49017,2019,2.6,25247,25.9,41.9,,,,,,,,,,
49019,2019,3.4,27431,28.6,40.2,,,,,,,,,,
49021,2019,3.7,22909,29.8,29.1,,,,,,,,,,
49023,2019,2.5,22830,16,30.1,,,,,,,,,,
49025,2019,3.8,26070,29.9,41.9,,,,,,,,,,
49027,2019,2.3,25225,20.6,35.4,,,,,,,,,,
49029,2019,2.3,31732,39.4,32.2,,,,,,,,,,
49031,2019,4.9,19012,20.2,44.5,,,,,,,,,,
49033,2019,1,23464,23,34.3,,,,,,,,,,
49035,2019,3.1,33238,35.6,32.8,,,,,,,,,,
49037,2019,8.7,18987,18.3,32.2,,,,,,,,,,
49039,2019,5.4,20056,20.9,32.6,,,,,,,,,,
49041,2019,4,23514,18.5,35.4,,,,,,,,,,
49043,2019,1.4,56575,55,39.5,,,,,,,,,,
49045,2019,3.6,25949,24.2,31.4,,,,,,,,,,
49047,2019,7.6,25759,15.8,30.6,,,,,,,,,,
49049,2019,3.1,26215,40.8,24.8,,,,,,,,,,
49051,2019,0.9,35641,39.9,34,,,,,,,,,,
49053,2019,3,29010,28.1,37.1,,,,,,,,,,
49055,2019,2.6,22038,23.4,40.4,,,,,,,,,,
49057,2019,3.3,27828,24.5,32.7,,,,,,,,,,
50001,2019,3.4,34741,39.6,43.5,,,,,,,,,,
50003,2019,3.4,33789,36.2,46.7,,,,,,,,,,
50005,2019,3.2,29769,29,44.7,,,,,,,,,,
50007,2019,3.2,39062,51.3,36.5,,,,,,,,,,
50009,2019,3.9,25376,16.2,50.9,,,,,,,,,,
50011,2019,3.6,31195,24.1,40.4,,,,,,,,,,
50013,2019,4.1,39770,39.8,48.2,,,,,,,,,,
50015,2019,3.5,36747,38.2,40.8,,,,,,,,,,
50017,2019,3.3,31697,29.1,46.6,,,,,,,,,,
50019,2019,3.7,27023,21.5,45.8,,,,,,,,,,
50021,2019,2.6,31391,30.8,46.5,,,,,,,,,,
50023,2019,3,35236,41.8,43.7,,,,,,,,,,
50025,2019,4.2,32535,38.1,47.6,,,,,,,,,,
50027,2019,3.4,36252,38.2,48,,,,,,,,,,
51001,2019,4,26018,19.5,45.9,,,,,,,,,,
51003,2019,2.3,44799,55.1,39.1,,,,,,,,,,
51005,2019,4.2,27338,15,48.1,,,,,,,,,,
51007,2019,2.8,31688,17.1,45.1,,,,,,,,,,
51009,2019,5.7,26712,19.1,44.8,,,,,,,,,,
51011,2019,2.9,28586,20.9,42.6,,,,,,,,,,
51013,2019,2.6,71841,75.3,34.7,,,,,,,,,,
51015,2019,3.2,30272,22.7,45.1,,,,,,,,,,
51017,2019,8.3,27527,15.9,47.8,,,,,,,,,,
51019,2019,3.6,33678,29.2,46.3,,,,,,,,,,
51021,2019,5.4,22522,14.2,46.4,,,,,,,,,,
51023,2019,2.7,35893,28.3,47.2,,,,,,,,,,
51025,2019,10.2,21732,13.6,43.3,,,,,,,,,,
51027,2019,6.9,19496,11.8,46.8,,,,,,,,,,
51029,2019,5.7,20605,12.5,43.5,,,,,,,,,,
51031,2019,3.2,27739,22.5,43,,,,,,,,,,
51033,2019,3.5,31568,19.9,40.1,,,,,,,,,,
51035,2019,2.6,25449,15,47.6,,,,,,,,,,
51036,2019,3,35304,14.7,50.8,,,,,,,,,,
51037,2019,6.7,22018,10.9,46.2,,,,,,,,,,
51041,2019,4.1,37658,40.5,38.9,,,,,,,,,,
51043,2019,4.9,41332,32.2,47,,,,,,,,,,
51045,2019,2,30103,23.6,46.3,,,,,,,,,,
51047,2019,4.9,32028,25.7,39.2,,,,,,,,,,
51049,2019,5,25138,14.9,45.6,,,,,,,,,,
51051,2019,4.9,24978,10.7,44.7,,,,,,,,,,
51053,2019,5.6,28922,18.6,43.2,,,,,,,,,,
51057,2019,6,26847,17.4,46.3,,,,,,,,,,
51059,2019,3.5,56231,61.6,38,,,,,,,,,,
51061,2019,3,45408,36.4,41.3,,,,,,,,,,
51063,2019,2.4,26882,22.1,47.2,,,,,,,,,,
51065,2019,2,39633,33.9,43.4,,,,,,,,,,
51067,2019,4.5,30487,21.9,47.2,,,,,,,,,,
51069,2019,3.3,35123,28.3,40.7,,,,,,,,,,
51071,2019,5.1,27137,18.1,44.7,,,,,,,,,,
51073,2019,2.8,33692,23.3,44.9,,,,,,,,,,
51075,2019,3.5,51720,41.8,48.3,,,,,,,,,,
51077,2019,5.5,21663,13.7,48.1,,,,,,,,,,
51079,2019,4.8,32508,29,39.6,,,,,,,,,,
51081,2019,4.8,19550,9.2,40.7,,,,,,,,,,
51083,2019,3.1,23909,15.4,46.5,,,,,,,,,,
51085,2019,2.6,41200,39.8,42.7,,,,,,,,,,
51087,2019,4.1,39516,43.7,38.8,,,,,,,,,,
51089,2019,7.9,22372,13.9,47.6,,,,,,,,,,
51091,2019,4.5,31485,22.5,60.9,,,,,,,,,,
51093,2019,5.5,37126,27,44.3,,,,,,,,,,
51095,2019,4,44495,50.4,46.5,,,,,,,,,,
51097,2019,3.4,31174,23.6,46.7,,,,,,,,,,
51099,2019,2.8,38739,36,37.4,,,,,,,,,,
51101,2019,4.4,30704,21,40.3,,,,,,,,,,
51103,2019,3.1,40062,31.5,57.3,,,,,,,,,,
51105,2019,9.2,19720,11.2,44.9,,,,,,,,,,
51107,2019,3.1,55744,61.3,36.2,,,,,,,,,,
51109,2019,4.8,34041,24.1,44.8,,,,,,,,,,
51111,2019,4.1,19848,11.3,45.3,,,,,,,,,,
51113,2019,4.6,30777,23.4,45.6,,,,,,,,,,
51115,2019,2.7,35731,27.9,54.5,,,,,,,,,,
51117,2019,3.9,25056,20.2,48.4,,,,,,,,,,
51119,2019,5.5,31502,21.5,53.9,,,,,,,,,,
51121,2019,3.7,30054,45.5,29,,,,,,,,,,
51125,2019,4.2,35489,30.4,51.4,,,,,,,,,,
51127,2019,3.4,38080,26.9,43.3,,,,,,,,,,
51131,2019,4.2,28518,22.6,49,,,,,,,,,,
51133,2019,4.6,36261,28.9,58.9,,,,,,,,,,
51135,2019,3.8,24571,14.8,40.6,,,,,,,,,,
51137,2019,4.4,32292,25.1,42,,,,,,,,,,
51139,2019,6.7,25170,13.7,45.4,,,,,,,,,,
51141,2019,4.6,24292,15.2,49.9,,,,,,,,,,
51143,2019,5.8,26032,14.5,47.2,,,,,,,,,,
51145,2019,2.1,37424,29.2,45.1,,,,,,,,,,
51147,2019,5.1,21017,26.8,31.5,,,,,,,,,,
51149,2019,4.5,29420,23.6,37,,,,,,,,,,
51153,2019,4.1,40932,41.1,35.2,,,,,,,,,,
51155,2019,5.2,28125,20,47,,,,,,,,,,
51157,2019,4.5,41792,35.8,50.1,,,,,,,,,,
51159,2019,2.5,22853,17.7,47.3,,,,,,,,,,
51161,2019,2.9,36469,35.6,43.8,,,,,,,,,,
51163,2019,4.6,31539,26.7,49,,,,,,,,,,
51165,2019,2.6,31275,26.3,41.5,,,,,,,,,,
51167,2019,5.9,21605,12.2,45.7,,,,,,,,,,
51169,2019,5,22898,13.3,47.3,,,,,,,,,,
51171,2019,3.6,28882,20.5,44.5,,,,,,,,,,
51173,2019,5.1,21605,14.6,45,,,,,,,,,,
51175,2019,3.9,26600,18.4,46.9,,,,,,,,,,
51177,2019,4.6,37212,31.7,38.2,,,,,,,,,,
51179,2019,3.3,42126,39.9,35.5,,,,,,,,,,
51181,2019,5.7,30260,20.6,49.8,,,,,,,,,,
51183,2019,4.8,21652,12.7,41,,,,,,,,,,
51185,2019,6.1,23738,14.9,45.2,,,,,,,,,,
51187,2019,5.3,32086,21.7,41.3,,,,,,,,,,
51191,2019,4.8,27524,22.8,46.3,,,,,,,,,,
51193,2019,6.5,32996,19.2,48.6,,,,,,,,,,
51195,2019,8.7,21500,15,41.4,,,,,,,,,,
51197,2019,5.2,27381,19,45.3,,,,,,,,,,
51199,2019,5.5,41201,47.1,39.6,,,,,,,,,,
51510,2019,2.9,62679,63.1,36.8,,,,,,,,,,
51520,2019,6.2,23015,25.4,42.2,,,,,,,,,,
