countyID,landCoverCode,squareMiles
02282,0012,9.752929995
02282,0015,286.9752363
02282,0016,2239
02282,0017,77.6563403
02282,0018,10.63106499
02282,0020,436.2489403
02282,0022,32.71190156
02282,0023,1212
04001,0001,9.513361983
04001,0002,9.513361983
04001,0003,26.16174545
04001,0009,6427
04001,0010,51.95478481
04001,0011,14.27004297
04001,0012,40.09116197
04001,0015,43.01888081
04001,0016,212.7188621
04001,0017,17.53232773
04001,0020,4357
04001,0023,10.08417839
04003,0001,27.31816452
04003,0002,90.84689597
04003,0004,27.87659991
04003,0009,4014
04003,0010,84.69886358
04003,0011,92.39368177
04003,0012,44.60138017
04003,0015,19.41444142
04003,0016,57.62079314
04003,0017,19.41444142
04003,0019,38.44397958
04003,0020,1701
04003,0022,1.49505613
04005,0001,9.541455697
04005,0002,9.4461
04005,0003,10.61965377
04005,0008,9.4461
04005,0009,10645
04005,0010,55.14150467
04005,0011,56.23265031
04005,0012,111.8707325
04005,0015,33.56631773
04005,0016,463.9078127
04005,0017,19.08291139
04005,0019,60.70921413
04005,0020,7117
04005,0022,21.33344897
04005,0023,38.16582278
04007,0009,1898
04007,0010,47.31825919
04007,0011,37.93600919
04007,0012,24.15059694
04007,0019,6.908359763
04007,0020,2742
04007,0023,38.74655916
04009,0002,50.11194686
04009,0009,3056
04009,0010,19.01038995
04009,0011,9.505194978
04009,0012,14.27979068
04009,0015,5.472684083
04009,0016,30.51046131
04009,0017,10.34388787
04009,0019,17.92449948
04009,0020,1418
04009,0023,9.505194978
04011,0009,784.0247775
04011,0010,11.09179688
04011,0011,11.09179688
04011,0012,40.57249661
04011,0019,2.266808036
04011,0020,996.5887499
04011,0023,2.772949219
04012,0002,228.573145
04012,0009,3991
04012,0010,9.091477273
04012,0011,28.56064502
04012,0012,9.091477273
04012,0015,31.6375
04012,0016,173.2931899
04012,0017,2.636458333
04012,0019,31.6375
04012,0020,7.909375
04013,0001,54.59174792
04013,0002,363.494134
04013,0004,18.10707889
04013,0008,9.324050698
04013,0009,7054
04013,0010,401.9750346
04013,0011,762.2252322
04013,0012,212.5316232
04013,0015,62.35134108
04013,0016,102.0235352
04013,0019,9.324050698
04013,0020,155.6181453
04013,0023,18.64810139
04015,0002,38.17523222
04015,0003,9.709175531
04015,0008,27.80458678
04015,0009,10207
04015,0010,120.1847315
04015,0011,98.65774108
04015,0012,87.28993914
04015,0015,57.49897536
04015,0016,155.0905911
04015,0019,66.40804995
04015,0020,2508
04015,0022,12.59835539
04015,0023,81.42935061
04017,0002,37.6101075
04017,0003,18.80505375
04017,0007,9.319097222
04017,0008,9.402526877
04017,0009,6113
04017,0010,82.44677772
04017,0011,63.34562239
04017,0012,41.41527114
04017,0015,48.789345
04017,0016,193.6544583
04017,0017,8.828605769
04017,0020,3330
04017,0022,2.54614763
04019,0001,18.70370809
04019,0002,37.31895003
04019,0003,9.351854045
04019,0004,9.351854045
04019,0008,27.63192002
04019,0009,6421
04019,0010,140.2553893
04019,0011,320.3449292
04019,0012,26.71224858
04019,0015,44.42100189
04019,0016,65.28604602
04019,0019,197.1948021
04019,0020,1862
04019,0021,9.351854045
04021,0001,66.3295393
04021,0002,410.3122615
04021,0004,85.47803466
04021,0008,18.80339813
04021,0009,4138
04021,0010,47.52614117
04021,0011,121.3609419
04021,0012,112.8241223
04021,0016,28.72274306
04021,0019,10.40570652
04021,0020,334.3731552
04023,0002,10.13835227
04023,0009,625.8994901
04023,0010,14.03774038
04023,0011,34.31444494
04023,0020,553.7130973
04025,0002,21.40200892
04025,0003,21.40200892
04025,0009,5026
04025,0010,77.24977614
04025,0011,64.20602678
04025,0012,35.69758639
04025,0016,20.18193244
04025,0019,136.4844392
04025,0020,2725
04027,0001,60.99228972
04027,0002,209.4316589
04027,0004,27.00645444
04027,0008,36.74415888
04027,0009,4478
04027,0010,26.45478972
04027,0011,60.99228972
04027,0012,36.19249416
04027,0015,17.82041472
04027,0016,449.0126168
04027,0017,18.37207944
04027,0019,55.11623831
04027,0020,24.29619597
04027,0022,9.18603972
04027,0023,9.18603972
05001,0001,10.15393492
05001,0002,440.0510051
05001,0003,18.76054608
05001,0004,28.71486744
05001,0011,55.30909428
05001,0012,64.0317193
05001,0015,8.546830692
05001,0020,316.2903978
05001,0022,4.458341372
05001,0023,28.23695733
05003,0002,185.7222767
05003,0003,18.22935767
05003,0010,9.441816467
05003,0011,15.41517857
05003,0012,12.38043199
05003,0020,654.2502056
05003,0023,7.178395902
05005,0002,9.869276781
05005,0003,74.94275166
05005,0010,8.905351434
05005,0011,69.504961
05005,0012,33.37379161
05005,0020,344.6843982
05005,0023,55.68633448
05007,0002,34.73271966
05007,0003,321.9749293
05007,0004,9.132279447
05007,0010,9.132279447
05007,0011,121.3713074
05007,0012,37.2450702
05007,0020,338.6913276
05007,0023,19.36915981
05009,0002,38.00311245
05009,0003,161.8422218
05009,0011,56.7174972
05009,0012,7.310983295
05009,0020,262.0636842
05009,0022,1.059746236
05009,0023,29.05373973
05011,0003,23.83614883
05011,0010,9.441816467
05011,0011,16.11211548
05011,0012,6.875831127
05011,0020,573.8391913
05011,0022,10.37312863
05013,0003,55.53298817
05013,0011,10.89004502
05013,0012,8.8948904
05013,0020,555.4018044
05013,0022,2.383168736
05013,0023,7.178395902
05015,0001,9.869276781
05015,0002,29.60783034
05015,0003,248.5754544
05015,0011,7.529413378
05015,0012,37.28594814
05015,0020,336.5806784
05015,0023,12.98186946
05017,0001,23.74790673
05017,0002,382.623344
05017,0003,19.42134384
05017,0011,7.645060066
05017,0012,9.511557292
05017,0015,11.58904263
05017,0020,208.7966572
05017,0022,8.575065508
05017,0023,13.7257503
05019,0002,36.79976394
05019,0003,57.38990384
05019,0004,7.779846473
05019,0007,6.952339928
05019,0012,27.21290802
05019,0020,725.4080185
05019,0022,8.533671877
05019,0023,28.71358361
05021,0001,9.409761592
05021,0002,382.396349
05021,0003,55.78770053
05021,0004,18.81952319
05021,0007,9.409761592
05021,0010,2.172554664
05021,0011,27.50974184
05021,0012,9.409761592
05021,0020,128.5773156
05021,0023,2.659459561
05023,0003,105.9483314
05023,0004,0.399239128
05023,0010,12.15234664
05023,0011,30.52445464
05023,0012,28.80739547
05023,0020,417.408234
05023,0022,9.132279447
05023,0023,26.63259475
05025,0003,33.23955439
05025,0011,18.59538344
05025,0012,3.465988789
05025,0015,2.360454117
05025,0020,505.6797615
05025,0022,0.877125866
05025,0023,5.383796927
05027,0003,51.35611161
05027,0011,35.84051514
05027,0012,26.11903653
05027,0020,670.3898597
05029,0001,9.625126375
05029,0002,68.34794014
05029,0003,83.98564723
05029,0004,4.241123609
05029,0007,9.132279447
05029,0011,56.35204166
05029,0012,55.8115362
05029,0020,273.7158913
05029,0023,9.684579909
05031,0002,498.3064797
05031,0003,27.50974184
05031,0010,9.896953309
05031,0011,53.63836833
05031,0012,36.68686539
05031,0020,93.81110444
05031,0022,2.058357873
05031,0023,7.088411694
05033,0002,17.4614853
05033,0003,106.898623
05033,0004,0.471575225
05033,0011,39.9816443
05033,0012,31.43304948
05033,0015,9.869276781
05033,0020,359.7673945
05033,0022,9.655171797
05033,0023,2.562444659
05035,0002,466.3151201
05035,0010,8.690218655
05035,0011,20.04759983
05035,0012,14.62451234
05035,0020,73.03048909
05035,0022,13.02507327
05035,0023,16.34937805
05037,0002,398.4890616
05037,0003,34.62553175
05037,0011,11.74717495
05037,0012,37.44486106
05037,0020,73.64773083
05037,0023,5.31630877
05039,0003,26.27633161
05039,0011,2.6235881
05039,0012,29.54748316
05039,0020,641.3413588
05041,0001,9.267408927
05041,0002,432.3472981
05041,0011,19.42134384
05041,0012,24.454729
05041,0015,7.615451191
05041,0020,226.385193
05041,0023,76.69000997
05043,0002,148.2829959
05043,0003,28.51162783
05043,0011,10.3283557
05043,0012,10.22165474
05043,0015,7.149506206
05043,0020,655.9049166
05043,0023,7.178395902
05045,0001,13.62281131
05045,0002,40.28618231
05045,0003,121.7426475
05045,0010,0.408495992
05045,0011,70.92878647
05045,0012,33.7566502
05045,0020,307.06907
05045,0022,3.438346258
05045,0023,9.684579909
05047,0002,29.60783034
05047,0003,122.289289
05047,0004,13.75281103
05047,0011,18.26455889
05047,0012,24.57706283
05047,0020,334.5812691
05047,0022,19.22473295
05047,0023,38.92301652
05049,0003,203.1874967
05049,0004,6.151968386
05049,0007,5.416537586
05049,0011,13.97779397
05049,0012,33.87231364
05049,0017,10.24977863
05049,0020,365.5793898
05049,0022,1.332609773
05051,0002,7.668335575
05051,0003,4.198135325
05051,0010,9.331802516
05051,0011,58.0508652
05051,0012,49.38605192
05051,0020,594.3486507
05051,0022,5.501547938
05051,0023,60.69704963
05053,0003,21.43026547
05053,0011,26.84287734
05053,0012,2.56259402
05053,0020,610.4790362
05053,0022,10.37312863
05055,0001,6.65437507
05055,0002,261.3146958
05055,0003,47.55734167
05055,0004,18.81952319
05055,0007,2.337413356
05055,0010,22.70643591
05055,0011,10.86277332
05055,0012,49.50364194
05055,0017,6.120586611
05055,0020,141.2818856
05055,0023,7.088411694
05057,0002,10.37312863
05057,0003,140.3295865
05057,0007,15.67929338
05057,0011,25.39017709
05057,0012,15.8229988
05057,0020,480.5118503
05057,0022,1.257741132
05057,0023,19.74058873
05059,0002,10.37312863
05059,0003,87.80024245
05059,0011,16.12969327
05059,0012,44.0662667
05059,0020,407.3708955
05059,0023,14.3567918
05061,0002,34.89428947
05061,0003,128.1526998
05061,0004,6.739049295
05061,0011,12.75629737
05061,0012,11.78258893
05061,0020,432.6575453
05061,0022,0.342313056
05061,0023,28.71358361
05063,0001,6.121199398
05063,0002,105.5917689
05063,0003,144.1022401
05063,0004,9.869276781
05063,0011,50.88572098
05063,0012,65.6200257
05063,0020,334.0014621
05063,0022,4.503399784
05063,0023,9.132279447
05065,0002,16.06439186
05065,0003,157.4819273
05065,0011,12.35205948
05065,0012,8.596148623
05065,0020,359.4601278
05065,0023,9.684579909
05067,0001,17.69515944
05067,0002,477.5282032
05067,0003,18.98171831
05067,0004,28.22928478
05067,0010,20.04759983
05067,0011,0.622628096
05067,0012,27.65811284
05067,0020,124.911099
05069,0001,17.50167138
05069,0002,447.8588622
05069,0003,9.267408927
05069,0004,37.64056725
05069,0010,1.667638773
05069,0011,73.25814317
05069,0012,42.73821528
05069,0017,10.15393492
05069,0020,326.7780906
05069,0022,7.011550864
05069,0023,11.58904263
05071,0002,31.31964963
05071,0003,133.4471721
05071,0004,2.467319195
05071,0011,40.04785991
05071,0012,25.31763531
05071,0020,490.9048445
05071,0023,15.79506744
05073,0001,13.88324704
05073,0002,78.27014453
05073,0003,54.01470134
05073,0011,22.02512438
05073,0012,26.97974503
05073,0020,316.0402124
05073,0022,2.360454117
05073,0023,7.178395902
05075,0001,9.409761592
05075,0002,340.3099007
05075,0003,62.78225109
05075,0004,9.409761592
05075,0011,29.3619065
05075,0012,12.0131579
05075,0020,143.6338309
05075,0022,11.34967822
05075,0023,12.40472046
05077,0001,19.42134384
05077,0002,376.174635
05077,0003,18.53481786
05077,0011,27.08164855
05077,0012,6.4032521
05077,0020,150.9365264
05077,0022,0.224028365
05077,0023,46.33704464
05079,0001,9.267408927
05079,0002,177.8538216
05079,0003,53.79964141
05079,0004,9.267408927
05079,0011,35.10760839
05079,0012,12.08050423
05079,0020,219.9281561
05079,0022,1.103959933
05079,0023,9.267408927
05081,0001,10.37312863
05081,0002,27.76649408
05081,0003,127.4267557
05081,0010,10.37312863
05081,0011,1.839091313
05081,0012,15.78397088
05081,0020,291.5808933
05081,0023,14.3567918
05083,0002,24.26488536
05083,0003,172.0374519
05083,0011,51.89823366
05083,0012,20.96725392
05083,0020,402.9804482
05083,0022,11.8769683
05083,0023,27.94846441
05085,0001,19.42134384
05085,0002,426.9143383
05085,0003,28.68875278
05085,0004,26.15026905
05085,0010,10.15393492
05085,0011,28.83705691
05085,0012,61.13536525
05085,0020,200.5487147
05085,0022,2.635648588
05087,0002,21.56400089
05087,0003,277.503038
05087,0004,9.869276781
05087,0007,0.779680161
05087,0011,37.52981509
05087,0012,12.33542614
05087,0020,494.240534
05089,0001,11.69472411
05089,0003,171.0802417
05089,0011,32.82436992
