objectid,state_cnty_fips,state_name,cnty_name, foresland_acres , forest land sq miles ,size,% forest land,,,,,
876,19171,Iowa,Tama,"67,829",102,722,14%,,,,,
877,19173,Iowa,Taylor,"15,886",24,535,4%,,,,,
878,19175,Iowa,Union,"21,947",33,426,8%,,,,,
879,19177,Iowa,Van Buren,"72,676",109,491,22%,,,,,
880,28145,Mississippi,Union,"121,052",182,417,44%,,,,,
881,28147,Mississippi,Walthall,"202,680",304,404,75%,,,,,
882,28149,Mississippi,Warren,"224,516",337,619,54%,,,,,
883,28151,Mississippi,Washington,"51,439",77,761,10%,,,,,
884,28153,Mississippi,Wayne,"410,314",615,814,76%,,,,,
885,28155,Mississippi,Webster,"178,929",268,423,63%,,,,,
886,28157,Mississippi,Wilkinson,"393,544",590,688,86%,,,,,
887,31059,Nebraska,Fillmore,"2,879",4,577,1%,,,,,
888,27117,Minnesota,Pipestone,-1,0,466,0%,,,,,
889,27119,Minnesota,Polk,"67,780",102,1998,5%,,,,,
890,29123,Missouri,Madison,"213,841",321,498,64%,,,,,
891,29125,Missouri,Maries,"146,786",220,530,42%,,,,,
892,29127,Missouri,Marion,"49,388",74,444,17%,,,,,
893,29129,Missouri,Mercer,"53,186",80,455,18%,,,,,
894,29131,Missouri,Miller,"182,866",274,600,46%,,,,,
895,29133,Missouri,Mississippi,"16,902",25,429,6%,,,,,
896,20063,Kansas,Gove,-1,0,1072,0%,,,,,
897,20065,Kansas,Graham,"9,479",14,899,2%,,,,,
898,20067,Kansas,Grant,-1,0,575,0%,,,,,
899,20069,Kansas,Gray,"5,553",8,869,1%,,,,,
900,21213,Kentucky,Simpson,-1,0,236,0%,,,,,
901,21215,Kentucky,Spencer,-1,0,192,0%,,,,,
902,21217,Kentucky,Taylor,-1,0,277,0%,,,,,
903,20185,Kansas,Stafford,"17,119",26,795,3%,,,,,
904,20187,Kansas,Stanton,-1,0,680,0%,,,,,
905,27037,Minnesota,Dakota,"44,077",66,586,11%,,,,,
906,27039,Minnesota,Dodge,"17,036",26,440,6%,,,,,
907,27041,Minnesota,Douglas,"50,350",76,720,10%,,,,,
908,29057,Missouri,Dade,"51,182",77,506,15%,,,,,
909,29059,Missouri,Dallas,"167,536",251,543,46%,,,,,
910,31157,Nebraska,Scotts Bluff,"36,732",55,746,7%,,,,,
911,31163,Nebraska,Sherman,"7,847",12,572,2%,,,,,
912,29135,Missouri,Moniteau,"45,114",68,419,16%,,,,,
913,29137,Missouri,Monroe,"119,106",179,670,27%,,,,,
914,20035,Kansas,Cowley,"32,953",49,1133,4%,,,,,
915,21223,Kentucky,Trimble,-1,0,156,0%,,,,,
916,21225,Kentucky,Union,-1,0,363,0%,,,,,
917,21227,Kentucky,Warren,-1,0,548,0%,,,,,
918,21229,Kentucky,Washington,-1,0,302,0%,,,,,
919,21231,Kentucky,Wayne,-1,0,484,0%,,,,,
920,21233,Kentucky,Webster,-1,0,336,0%,,,,,
921,21235,Kentucky,Whitley,-1,0,445,0%,,,,,
922,21237,Kentucky,Wolfe,-1,0,223,0%,,,,,
923,21239,Kentucky,Woodford,-1,0,192,0%,,,,,
924,22001,Louisiana,Acadia,-1,0,658,0%,,,,,
925,22003,Louisiana,Allen,-1,0,766,0%,,,,,
926,22005,Louisiana,Ascension,-1,0,303,0%,,,,,
927,22007,Louisiana,Assumption,-1,0,365,0%,,,,,
928,22009,Louisiana,Avoyelles,-1,0,866,0%,,,,,
929,22011,Louisiana,Beauregard,-1,0,1166,0%,,,,,
930,22013,Louisiana,Bienville,-1,0,822,0%,,,,,
931,22015,Louisiana,Bossier,-1,0,867,0%,,,,,
932,22017,Louisiana,Caddo,-1,0,937,0%,,,,,
933,22019,Louisiana,Calcasieu,-1,0,1094,0%,,,,,
934,22021,Louisiana,Caldwell,-1,0,541,0%,,,,,
935,22023,Louisiana,Cameron,-1,0,1932,0%,,,,,
936,22025,Louisiana,Catahoula,-1,0,740,0%,,,,,
937,22027,Louisiana,Claiborne,-1,0,768,0%,,,,,
938,22029,Louisiana,Concordia,-1,0,749,0%,,,,,
939,22031,Louisiana,De Soto,-1,0,895,0%,,,,,
940,22033,Louisiana,East Baton Rouge,-1,0,471,0%,,,,,
941,22035,Louisiana,East Carroll,-1,0,442,0%,,,,,
942,22037,Louisiana,East Feliciana,-1,0,456,0%,,,,,
943,22039,Louisiana,Evangeline,-1,0,680,0%,,,,,
944,22041,Louisiana,Franklin,-1,0,635,0%,,,,,
945,22043,Louisiana,Grant,-1,0,665,0%,,,,,
946,22045,Louisiana,Iberia,-1,0,1031,0%,,,,,
947,22047,Louisiana,Iberville,-1,0,653,0%,,,,,
948,22049,Louisiana,Jackson,-1,0,580,0%,,,,,
949,22051,Louisiana,Jefferson,-1,0,642,0%,,,,,
950,22053,Louisiana,Jefferson Davis,-1,0,659,0%,,,,,
951,22055,Louisiana,Lafayette,-1,0,270,0%,,,,,
952,22057,Louisiana,Lafourche,-1,0,1472,0%,,,,,
953,22059,Louisiana,La Salle,-1,0,662,0%,,,,,
954,22061,Louisiana,Lincoln,-1,0,472,0%,,,,,
955,21219,Kentucky,Todd,-1,0,377,0%,,,,,
956,21221,Kentucky,Trigg,-1,0,481,0%,,,,,
957,20105,Kansas,Lincoln,"3,113",5,720,1%,,,,,
958,20107,Kansas,Linn,"95,095",143,606,24%,,,,,
959,27043,Minnesota,Faribault,"6,209",9,722,1%,,,,,
960,27045,Minnesota,Fillmore,"94,193",141,862,16%,,,,,
961,27047,Minnesota,Freeborn,"3,678",6,723,1%,,,,,
962,27049,Minnesota,Goodhue,"74,023",111,780,14%,,,,,
963,29053,Missouri,Cooper,"73,229",110,570,19%,,,,,
964,29055,Missouri,Crawford,"291,055",437,744,59%,,,,,
965,31165,Nebraska,Sioux,"41,797",63,2067,3%,,,,,
966,31167,Nebraska,Stanton,"15,976",24,431,6%,,,,,
967,31169,Nebraska,Thayer,"24,213",36,575,6%,,,,,
968,31171,Nebraska,Thomas,"15,801",24,714,3%,,,,,
969,31173,Nebraska,Thurston,"29,164",44,396,11%,,,,,
970,31175,Nebraska,Valley,"2,251",3,571,1%,,,,,
971,31177,Nebraska,Washington,"27,619",41,394,11%,,,,,
972,31179,Nebraska,Wayne,-1,0,444,0%,,,,,
973,31181,Nebraska,Webster,"25,410",38,575,7%,,,,,
974,20189,Kansas,Stevens,-1,0,728,0%,,,,,
975,20191,Kansas,Sumner,"9,813",15,1185,1%,,,,,
976,20193,Kansas,Thomas,-1,0,1075,0%,,,,,
977,27149,Minnesota,Stevens,"8,010",12,575,2%,,,,,
978,27151,Minnesota,Swift,"15,355",23,752,3%,,,,,
979,27153,Minnesota,Todd,"154,303",231,979,24%,,,,,
980,27155,Minnesota,Traverse,849,1,586,0%,,,,,
981,27157,Minnesota,Wabasha,"86,991",130,550,24%,,,,,
982,27159,Minnesota,Wadena,"106,068",159,543,29%,,,,,
983,27161,Minnesota,Waseca,"10,088",15,433,3%,,,,,
984,27163,Minnesota,Washington,"53,596",80,423,19%,,,,,
985,27165,Minnesota,Watonwan,"6,767",10,440,2%,,,,,
986,27167,Minnesota,Wilkin,"6,552",10,752,1%,,,,,
987,27169,Minnesota,Winona,"159,694",240,642,37%,,,,,
988,27171,Minnesota,Wright,"45,395",68,714,10%,,,,,
989,27173,Minnesota,Yellow Medicine,"5,627",8,763,1%,,,,,
990,28001,Mississippi,Adams,"202,463",304,486,62%,,,,,
991,28003,Mississippi,Alcorn,"161,137",242,401,60%,,,,,
992,28005,Mississippi,Amite,"380,453",571,732,78%,,,,,
993,28007,Mississippi,Attala,"379,658",569,737,77%,,,,,
994,20109,Kansas,Logan,-1,0,1073,0%,,,,,
995,20111,Kansas,Lyon,"33,687",51,855,6%,,,,,
996,26027,Michigan,Cass,"73,261",110,509,22%,,,,,
997,26029,Michigan,Charlevoix,"170,367",256,1391,18%,,,,,
998,26031,Michigan,Cheboygan,"369,700",555,885,63%,,,,,
999,26033,Michigan,Chippewa,"783,581","1,175",2698,44%,,,,,
1000,26035,Michigan,Clare,"220,671",331,575,58%,,,,,
1001,26037,Michigan,Clinton,"55,642",83,575,15%,,,,,
1002,26039,Michigan,Crawford,"311,261",467,563,83%,,,,,
1003,26041,Michigan,Delta,"608,595",913,1992,46%,,,,,
1004,26047,Michigan,Emmet,"217,393",326,882,37%,,,,,
1005,26049,Michigan,Genesee,"92,191",138,649,21%,,,,,
1006,26051,Michigan,Gladwin,"255,487",383,516,74%,,,,,
1007,26053,Michigan,Gogebic,"671,012","1,007",1477,68%,,,,,
1008,26055,Michigan,Grand Traverse,"216,006",324,601,54%,,,,,
1009,26057,Michigan,Gratiot,"48,507",73,572,13%,,,,,
1010,26059,Michigan,Hillsdale,"91,771",138,607,23%,,,,,
1011,26061,Michigan,Houghton,"582,081",873,1502,58%,,,,,
1012,26063,Michigan,Huron,"87,072",131,2137,6%,,,,,
1013,26065,Michigan,Ingham,"70,887",106,561,19%,,,,,
1014,20195,Kansas,Trego,"1,546",2,899,0%,,,,,
1015,20197,Kansas,Wabaunsee,"18,939",28,800,4%,,,,,
1016,20199,Kansas,Wallace,-1,0,914,0%,,,,,
1017,20201,Kansas,Washington,"33,921",51,899,6%,,,,,
1018,27051,Minnesota,Grant,"6,767",10,575,2%,,,,,
1019,27053,Minnesota,Hennepin,"35,401",53,606,9%,,,,,
1020,27055,Minnesota,Houston,"142,103",213,569,37%,,,,,
1021,29169,Missouri,Pulaski,"261,347",392,551,71%,,,,,
1022,29171,Missouri,Putnam,"62,370",94,520,18%,,,,,
1023,29173,Missouri,Ralls,"46,984",70,484,15%,,,,,
1024,29175,Missouri,Randolph,"51,855",78,488,16%,,,,,
1025,29177,Missouri,Ray,"49,508",74,574,13%,,,,,
1026,29179,Missouri,Reynolds,"462,458",694,814,85%,,,,,
1027,29181,Missouri,Ripley,"299,858",450,632,71%,,,,,
1028,29183,Missouri,St. Charles,"84,101",126,594,21%,,,,,
1029,29185,Missouri,St. Clair,"186,561",280,702,40%,,,,,
1030,29186,Missouri,Ste. Genevieve,"183,904",276,509,54%,,,,,
1031,29187,Missouri,St. Francois,"176,091",264,452,58%,,,,,
1032,26043,Michigan,Dickinson,"365,469",548,777,71%,,,,,
1033,26045,Michigan,Eaton,"70,349",106,579,18%,,,,,
1034,28057,Mississippi,Itawamba,"288,581",433,540,80%,,,,,
1035,28059,Mississippi,Jackson,"344,723",517,1043,50%,,,,,
1036,28061,Mississippi,Jasper,"331,771",498,677,74%,,,,,
1037,28063,Mississippi,Jefferson,"269,837",405,527,77%,,,,,
1038,28065,Mississippi,Jefferson Davis,"195,762",294,409,72%,,,,,
1039,28067,Mississippi,Jones,"304,291",456,700,65%,,,,,
1040,28069,Mississippi,Kemper,"418,091",627,767,82%,,,,,
1041,28071,Mississippi,Lafayette,"270,202",405,679,60%,,,,,
1042,28077,Mississippi,Lawrence,"201,674",303,436,69%,,,,,
1043,28079,Mississippi,Leake,"298,685",448,585,77%,,,,,
1044,28081,Mississippi,Lee,"98,418",148,453,33%,,,,,
1045,28083,Mississippi,Leflore,"77,194",116,606,19%,,,,,
1046,28085,Mississippi,Lincoln,"311,806",468,588,80%,,,,,
1047,28087,Mississippi,Lowndes,"136,136",204,516,40%,,,,,
1048,28089,Mississippi,Madison,"270,037",405,742,55%,,,,,
1049,28091,Mississippi,Marion,"259,667",390,549,71%,,,,,
1050,28093,Mississippi,Marshall,"247,433",371,710,52%,,,,,
1051,28095,Mississippi,Monroe,"294,230",441,772,57%,,,,,
1052,28097,Mississippi,Montgomery,"221,859",333,408,82%,,,,,
1053,28099,Mississippi,Neshoba,"305,235",458,572,80%,,,,,
1054,28101,Mississippi,Newton,"298,999",448,580,77%,,,,,
1055,30065,Montana,Musselshell,"325,093",488,1871,26%,,,,,
1056,27057,Minnesota,Hubbard,"371,038",557,999,56%,,,,,
1057,27059,Minnesota,Isanti,"75,688",114,452,25%,,,,,
1058,27061,Minnesota,Itasca,"1,399,913","2,100",2928,72%,,,,,
1059,27063,Minnesota,Jackson,"12,023",18,720,3%,,,,,
1060,29061,Missouri,Daviess,"52,442",79,569,14%,,,,,
1061,29063,Missouri,DeKalb,"29,681",45,426,10%,,,,,
1062,29065,Missouri,Dent,"344,859",517,755,69%,,,,,
1063,29067,Missouri,Douglas,"325,496",488,815,60%,,,,,
1064,29069,Missouri,Dunklin,"9,983",15,547,3%,,,,,
1065,29071,Missouri,Franklin,"300,561",451,930,48%,,,,,
1066,29073,Missouri,Gasconade,"177,638",266,525,51%,,,,,
1067,20071,Kansas,Greeley,-1,0,778,0%,,,,,
1068,20073,Kansas,Greenwood,"73,238",110,1153,10%,,,,,
1069,20075,Kansas,Hamilton,"4,906",7,998,1%,,,,,
1070,20077,Kansas,Harper,"10,306",15,803,2%,,,,,
1071,20079,Kansas,Harvey,"8,177",12,541,2%,,,,,
1072,20081,Kansas,Haskell,-1,0,578,0%,,,,,
1073,22063,Louisiana,Livingston,-1,0,703,0%,,,,,
1074,22065,Louisiana,Madison,-1,0,651,0%,,,,,
1075,22067,Louisiana,Morehouse,-1,0,805,0%,,,,,
1076,22069,Louisiana,Natchitoches,-1,0,1299,0%,,,,,
1077,22071,Louisiana,Orleans,-1,0,350,0%,,,,,
1078,22073,Louisiana,Ouachita,-1,0,633,0%,,,,,
1079,22075,Louisiana,Plaquemines,-1,0,2429,0%,,,,,
1080,22077,Louisiana,Pointe Coupee,-1,0,591,0%,,,,,
1081,22079,Louisiana,Rapides,-1,0,1362,0%,,,,,
1082,22081,Louisiana,Red River,-1,0,402,0%,,,,,
1083,28073,Mississippi,Lamar,"228,900",343,501,69%,,,,,
1084,28075,Mississippi,Lauderdale,"338,175",507,715,71%,,,,,
1085,29510,Missouri,St. Louis city,-1,0,66,0%,,,,,
1086,30001,Montana,Beaverhead,"1,298,613","1,948",5572,35%,,,,,
1087,30003,Montana,Big Horn,"402,596",604,5015,12%,,,,,
1088,30005,Montana,Blaine,"129,271",194,4239,5%,,,,,
1089,30007,Montana,Broadwater,"282,035",423,1239,34%,,,,,
1090,30009,Montana,Carbon,"309,709",465,2062,23%,,,,,
1091,30011,Montana,Carter,"97,539",146,3348,4%,,,,,
1092,30013,Montana,Cascade,"338,678",508,2712,19%,,,,,
1093,30015,Montana,Chouteau,"60,224",90,3997,2%,,,,,
1094,30017,Montana,Custer,"159,249",239,3793,6%,,,,,
1095,30019,Montana,Daniels,-1,0,1427,0%,,,,,
1096,30021,Montana,Dawson,"29,143",44,2383,2%,,,,,
1097,30023,Montana,Deer Lodge,"280,039",420,741,57%,,,,,
1098,30025,Montana,Fallon,-1,0,1623,0%,,,,,
1099,30027,Montana,Fergus,"538,896",808,4351,19%,,,,,
1100,30029,Montana,Flathead,"2,796,020","4,194",5257,80%,,,,,
1101,30031,Montana,Gallatin,"903,335","1,355",2533,53%,,,,,
1102,30033,Montana,Garfield,"173,016",260,4848,5%,,,,,
1103,30035,Montana,Glacier,"398,922",598,3037,20%,,,,,
1104,30037,Montana,Golden Valley,"65,659",98,1176,8%,,,,,
1105,30039,Montana,Granite,"810,698","1,216",1733,70%,,,,,
1106,30067,Montana,Park,"1,048,075","1,572",2667,59%,,,,,
1107,30069,Montana,Petroleum,"141,334",212,1674,13%,,,,,
1108,30071,Montana,Phillips,"129,523",194,5212,4%,,,,,
1109,30073,Montana,Pondera,"138,171",207,1640,13%,,,,,
1110,30075,Montana,Powder River,"479,678",720,3298,22%,,,,,
1111,30077,Montana,Powell,"993,867","1,491",2333,64%,,,,,
1112,30079,Montana,Prairie,"21,557",32,1743,2%,,,,,
1113,30081,Montana,Ravalli,"1,184,935","1,777",2400,74%,,,,,
1114,30083,Montana,Richland,"22,234",33,2103,2%,,,,,
1115,30085,Montana,Roosevelt,"29,165",44,2370,2%,,,,,
1116,30087,Montana,Rosebud,"437,593",656,5027,13%,,,,,
1117,30089,Montana,Sanders,"1,456,827","2,185",2790,78%,,,,,
1118,30091,Montana,Sheridan,-1,0,1706,0%,,,,,
1119,30093,Montana,Silver Bow,"249,498",374,719,52%,,,,,
1120,30095,Montana,Stillwater,"263,741",396,1805,22%,,,,,
1121,30097,Montana,Sweet Grass,"405,378",608,1862,33%,,,,,
1122,30099,Montana,Teton,"244,127",366,2293,16%,,,,,
1123,30101,Montana,Toole,"6,075",9,1946,0%,,,,,
1124,30103,Montana,Treasure,"89,042",134,984,14%,,,,,
1125,30105,Montana,Valley,"36,225",54,5062,1%,,,,,
1126,30107,Montana,Wheatland,"72,001",108,1428,8%,,,,,
1127,30109,Montana,Wibaux,"15,910",24,890,3%,,,,,
1128,30111,Montana,Yellowstone,"136,666",205,2649,8%,,,,,
1129,31001,Nebraska,Adams,"1,569",2,564,0%,,,,,
1130,31003,Nebraska,Antelope,"6,747",10,858,1%,,,,,
1131,31005,Nebraska,Arthur,-1,0,718,0%,,,,,
1132,31007,Nebraska,Banner,"14,844",22,746,3%,,,,,
1133,31009,Nebraska,Blaine,-1,0,714,0%,,,,,
1134,31011,Nebraska,Boone,"6,341",10,687,1%,,,,,
1135,20125,Kansas,Montgomery,"66,461",100,651,15%,,,,,
1136,29075,Missouri,Gentry,"50,880",76,492,16%,,,,,
1137,29077,Missouri,Greene,"106,889",160,678,24%,,,,,
1138,29079,Missouri,Grundy,"28,220",42,438,10%,,,,,
1139,29081,Missouri,Harrison,"76,824",115,727,16%,,,,,
1140,29083,Missouri,Henry,"108,656",163,733,22%,,,,,
1141,31107,Nebraska,Knox,"72,964",109,1140,10%,,,,,
1142,31109,Nebraska,Lancaster,"12,544",19,847,2%,,,,,
1143,31111,Nebraska,Lincoln,"108,766",163,2575,6%,,,,,
1144,31113,Nebraska,Logan,-1,0,571,0%,,,,,
1145,31115,Nebraska,Loup,"14,031",21,571,4%,,,,,
1146,22083,Louisiana,Richland,-1,0,565,0%,,,,,
1147,22085,Louisiana,Sabine,-1,0,1012,0%,,,,,
1148,22087,Louisiana,St. Bernard,-1,0,1794,0%,,,,,
1149,22089,Louisiana,St. Charles,-1,0,410,0%,,,,,
1150,22091,Louisiana,St. Helena,-1,0,409,0%,,,,,
1151,22093,Louisiana,St. James,-1,0,258,0%,,,,,
1152,22095,Louisiana,St. John the Baptist,-1,0,348,0%,,,,,
1153,22097,Louisiana,St. Landry,-1,0,939,0%,,,,,
1154,22099,Louisiana,St. Martin,-1,0,817,0%,,,,,
1155,22101,Louisiana,St. Mary,-1,0,1119,0%,,,,,
1156,22103,Louisiana,St. Tammany,-1,0,1124,0%,,,,,
1157,22105,Louisiana,Tangipahoa,-1,0,823,0%,,,,,
1158,22107,Louisiana,Tensas,-1,0,641,0%,,,,,
1159,22109,Louisiana,Terrebonne,-1,0,2080,0%,,,,,
1160,22111,Louisiana,Union,-1,0,905,0%,,,,,
1161,22113,Louisiana,Vermilion,-1,0,1538,0%,,,,,
1162,22115,Louisiana,Vernon,-1,0,1342,0%,,,,,
1163,22117,Louisiana,Washington,-1,0,676,0%,,,,,
1164,22119,Louisiana,Webster,-1,0,615,0%,,,,,
1165,22121,Louisiana,West Baton Rouge,-1,0,204,0%,,,,,
1166,22123,Louisiana,West Carroll,-1,0,360,0%,,,,,
1167,22125,Louisiana,West Feliciana,-1,0,426,0%,,,,,
1168,22127,Louisiana,Winn,-1,0,957,0%,,,,,
1169,23001,Maine,Androscoggin,"195,064",293,497,59%,,,,,
1170,23003,Maine,Aroostook,"3,842,367","5,764",6829,84%,,,,,
1171,23005,Maine,Cumberland,"372,059",558,1217,46%,,,,,
1172,23007,Maine,Franklin,"1,014,235","1,521",1744,87%,,,,,
1173,23009,Maine,Hancock,"899,201","1,349",2351,57%,,,,,
1174,23011,Maine,Kennebec,"394,300",591,951,62%,,,,,
1175,23013,Maine,Knox,"168,354",253,1142,22%,,,,,
1176,23015,Maine,Lincoln,"194,167",291,700,42%,,,,,
1177,23017,Maine,Oxford,"1,238,264","1,857",2175,85%,,,,,
1178,23019,Maine,Penobscot,"1,961,848","2,943",3556,83%,,,,,
1179,23021,Maine,Piscataquis,"2,444,142","3,666",4378,84%,,,,,
1180,23023,Maine,Sagadahoc,"110,960",166,370,45%,,,,,
1181,30041,Montana,Hill,"33,654",50,2916,2%,,,,,
1182,30043,Montana,Jefferson,"653,805",981,1659,59%,,,,,
1183,30045,Montana,Judith Basin,"301,234",452,1871,24%,,,,,
1184,30047,Montana,Lake,"547,328",821,1654,50%,,,,,
1185,30049,Montana,Lewis and Clark,"1,383,896","2,076",3498,59%,,,,,
1186,30051,Montana,Liberty,"7,469",11,1447,1%,,,,,
1187,30053,Montana,Lincoln,"2,180,918","3,271",3675,89%,,,,,
1188,30055,Montana,McCone,"2,036",3,2683,0%,,,,,
1189,30057,Montana,Madison,"909,204","1,364",3603,38%,,,,,
1190,30059,Montana,Meagher,"655,898",984,2395,41%,,,,,
1191,30061,Montana,Mineral,"735,050","1,103",1223,90%,,,,,
1192,30063,Montana,Missoula,"1,410,222","2,115",2618,81%,,,,,
1193,20113,Kansas,McPherson,"12,320",18,901,2%,,,,,
1194,20115,Kansas,Marion,"18,491",28,954,3%,,,,,
1195,20117,Kansas,Marshall,"36,977",55,904,6%,,,,,
1196,20123,Kansas,Mitchell,"13,011",20,719,3%,,,,,
1197,20127,Kansas,Morris,"14,750",22,703,3%,,,,,
1198,20129,Kansas,Morton,-1,0,730,0%,,,,,
1199,20131,Kansas,Nemaha,"12,523",19,719,3%,,,,,
1200,31117,Nebraska,McPherson,-1,0,860,0%,,,,,
1201,31119,Nebraska,Madison,"6,501",10,575,2%,,,,,
1202,31121,Nebraska,Merrick,"4,179",6,494,1%,,,,,
1203,31123,Nebraska,Morrill,"15,619",23,1430,2%,,,,,
1204,31125,Nebraska,Nance,"42,821",64,448,14%,,,,,
1205,31127,Nebraska,Nemaha,"15,269",23,412,6%,,,,,
1206,31129,Nebraska,Nuckolls,"9,479",14,576,2%,,,,,
1207,31131,Nebraska,Otoe,"24,719",37,619,6%,,,,,
1208,20203,Kansas,Wichita,-1,0,719,0%,,,,,
1209,20205,Kansas,Wilson,"54,660",82,575,14%,,,,,
1210,28009,Mississippi,Benton,"197,234",296,409,72%,,,,,
1211,28011,Mississippi,Bolivar,"151,254",227,906,25%,,,,,
1212,28013,Mississippi,Calhoun,"251,526",377,588,64%,,,,,
1213,28015,Mississippi,Carroll,"313,251",470,635,74%,,,,,
1214,28017,Mississippi,Chickasaw,"156,915",235,504,47%,,,,,
1215,28019,Mississippi,Choctaw,"233,785",351,420,83%,,,,,
1216,28021,Mississippi,Claiborne,"247,808",372,501,74%,,,,,
1217,28023,Mississippi,Clarke,"366,055",549,693,79%,,,,,
1218,28025,Mississippi,Clay,"161,972",243,416,58%,,,,,
1219,28027,Mississippi,Coahoma,"67,941",102,583,17%,,,,,
1220,28029,Mississippi,Copiah,"424,482",637,779,82%,,,,,
1221,28031,Mississippi,Covington,"138,323",207,415,50%,,,,,
1222,28033,Mississippi,DeSoto,"110,841",166,497,33%,,,,,
1223,29189,Missouri,St. Louis County,"77,591",116,524,22%,,,,,
1224,29195,Missouri,Saline,"92,024",138,765,18%,,,,,
1225,29197,Missouri,Schuyler,"43,299",65,308,21%,,,,,
1226,20119,Kansas,Meade,-1,0,980,0%,,,,,
1227,20121,Kansas,Miami,"49,142",74,590,12%,,,,,
1228,40029,Oklahoma,Coal,-1,0,521,0%,,,,,
1229,40031,Oklahoma,Comanche,-1,0,1084,0%,,,,,
1230,40033,Oklahoma,Cotton,-1,0,642,0%,,,,,
1231,40035,Oklahoma,Craig,-1,0,763,0%,,,,,
1232,40037,Oklahoma,Creek,-1,0,970,0%,,,,,
1233,40039,Oklahoma,Custer,-1,0,1002,0%,,,,,
1234,40041,Oklahoma,Delaware,-1,0,792,0%,,,,,
1235,40043,Oklahoma,Dewey,-1,0,1008,0%,,,,,
1236,40045,Oklahoma,Ellis,-1,0,1232,0%,,,,,
1237,40047,Oklahoma,Garfield,-1,0,1060,0%,,,,,
1238,40049,Oklahoma,Garvin,-1,0,814,0%,,,,,
1239,40051,Oklahoma,Grady,-1,0,1105,0%,,,,,
1240,26067,Michigan,Ionia,"82,891",124,580,21%,,,,,
1241,26069,Michigan,Iosco,"227,661",341,1891,18%,,,,,
1242,26071,Michigan,Iron,"712,953","1,069",1211,88%,,,,,
1243,26073,Michigan,Isabella,"137,151",206,578,36%,,,,,
1244,26075,Michigan,Jackson,"139,615",209,724,29%,,,,,
1245,26077,Michigan,Kalamazoo,"142,982",214,580,37%,,,,,
1246,26079,Michigan,Kalkaska,"280,191",420,571,74%,,,,,
1247,26081,Michigan,Kent,"195,502",293,872,34%,,,,,
1248,26083,Michigan,Keweenaw,"364,378",547,6060,9%,,,,,
1249,26085,Michigan,Lake,"357,366",536,575,93%,,,,,
1250,20207,Kansas,Woodson,"36,395",55,506,11%,,,,,
1251,20209,Kansas,Wyandotte,"24,111",36,156,23%,,,,,
1252,21001,Kentucky,Adair,-1,0,412,0%,,,,,
1253,27065,Minnesota,Kanabec,"147,151",221,533,41%,,,,,
1254,27067,Minnesota,Kandiyohi,"38,753",58,862,7%,,,,,
1255,27069,Minnesota,Kittson,"89,368",134,1104,12%,,,,,
1256,27071,Minnesota,Koochiching,"1,953,187","2,930",3154,93%,,,,,
1257,27073,Minnesota,Lac qui Parle,"18,233",27,778,4%,,,,,
1258,27075,Minnesota,Lake,"1,239,352","1,859",2991,62%,,,,,
1259,27077,Minnesota,Lake of the Woods,"602,838",904,1775,51%,,,,,
1260,27079,Minnesota,Le Sueur,"21,031",32,474,7%,,,,,
1261,29199,Missouri,Scotland,"60,169",90,439,21%,,,,,
1262,29201,Missouri,Scott,"41,030",62,426,14%,,,,,
1263,29203,Missouri,Shannon,"554,091",831,1004,83%,,,,,
1264,29205,Missouri,Shelby,"63,384",95,502,19%,,,,,
1265,29207,Missouri,Stoddard,"47,482",71,829,9%,,,,,
1266,29209,Missouri,Stone,"180,147",270,511,53%,,,,,
1267,29211,Missouri,Sullivan,"59,215",89,651,14%,,,,,
1268,29213,Missouri,Taney,"299,854",450,652,69%,,,,,
1269,29215,Missouri,Texas,"465,951",699,1179,59%,,,,,
1270,29217,Missouri,Vernon,"95,231",143,837,17%,,,,,
1271,29219,Missouri,Warren,"177,311",266,438,61%,,,,,
1272,29221,Missouri,Washington,"390,326",585,763,77%,,,,,
1273,20083,Kansas,Hodgeman,-1,0,860,0%,,,,,
1274,20085,Kansas,Jackson,"22,963",34,658,5%,,,,,
1275,20087,Kansas,Jefferson,"78,515",118,557,21%,,,,,
1276,20089,Kansas,Jewell,"18,060",27,915,3%,,,,,
1277,31061,Nebraska,Franklin,"15,921",24,576,4%,,,,,
1278,31063,Nebraska,Frontier,"17,186",26,980,3%,,,,,
1279,31065,Nebraska,Furnas,"20,414",31,721,4%,,,,,
1280,31067,Nebraska,Gage,"4,684",7,860,1%,,,,,
1281,31069,Nebraska,Garden,"10,976",16,1731,1%,,,,,
1282,31071,Nebraska,Garfield,"5,344",8,571,1%,,,,,
1283,31073,Nebraska,Gosper,-1,0,463,0%,,,,,
1284,31075,Nebraska,Grant,-1,0,783,0%,,,,,
1285,20155,Kansas,Reno,"50,382",76,1271,6%,,,,,
1286,20157,Kansas,Republic,"29,069",44,720,6%,,,,,
1287,28103,Mississippi,Noxubee,"307,716",462,700,66%,,,,,
1288,28105,Mississippi,Oktibbeha,"246,111",369,462,80%,,,,,
1289,28107,Mississippi,Panola,"218,646",328,705,47%,,,,,
1290,28109,Mississippi,Pearl River,"361,240",542,819,66%,,,,,
1291,28111,Mississippi,Perry,"359,295",539,650,83%,,,,,
1292,28113,Mississippi,Pike,"165,511",248,411,60%,,,,,
1293,27081,Minnesota,Lincoln,"2,547",4,548,1%,,,,,
1294,27083,Minnesota,Lyon,"1,595",2,721,0%,,,,,
